Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,extract_links_cnn,47,0,11000,11442.115556404191,3778.835489998528,30432.01768200015,22170.0,0.5263892703688534,0.0,11000,11000,12000,12000,15000,20000,30000,30000,30000,30000,30000
GET,extract_links_gov_ia,51,0,2600,2443.9747265686865,533.0527269998129,3494.3268400002125,26871.0,0.5711883572087558,0.0,2600,2700,2800,2900,3000,3400,3400,3500,3500,3500,3500
GET,extract_links_gov_noticias,50,0,2800,2744.351842920077,636.0922000003484,4879.54786499904,35209.0,0.5599885854987803,0.0,2800,3000,3300,3300,3600,4200,4900,4900,4900,4900,4900
GET,extract_links_michael_jackson,46,0,12000,11126.010767282816,4692.12546000017,13805.652852999629,191183.0,0.5151894986588779,0.0,12000,12000,12000,12000,13000,13000,14000,14000,14000,14000,14000
GET,extract_links_mozilla_css,49,0,5900,5534.480832102011,1532.7903739998874,7111.7019670000445,112273.0,0.5487888137888046,0.0,5900,6200,6300,6400,6700,6900,7100,7100,7100,7100,7100
GET,extract_links_nextjs_docs,49,0,6300,5921.004428530624,1732.920404001561,7966.486010000153,30373.0,0.5487888137888046,0.0,6300,6700,6800,6900,7400,7600,8000,8000,8000,8000,8000
GET,extract_links_taylor_swift,45,0,15000,14218.80486628898,7191.622424999878,17045.144411000365,218060.0,0.5039897269489022,0.0,15000,15000,16000,16000,16000,17000,17000,17000,17000,17000,17000
GET,extract_links_unifor_cc,44,0,13000,13153.381183727144,8337.342523000189,14826.395689999117,62558.0,0.4927899552389266,0.0,13000,14000,14000,14000,14000,15000,15000,15000,15000,15000,15000
GET,extract_links_unifor_medicina,42,0,18000,18140.762522690413,15116.05808099921,20463.761298000463,108779.0,0.4703904118189754,0.0,18000,19000,19000,19000,19000,20000,20000,20000,20000,20000,20000
GET,extract_links_uol,50,0,6400,5759.135998739983,310.13574300050095,7874.399400001494,43525.0,0.5599885854987803,0.0,6400,6700,6800,7000,7500,7600,7900,7900,7900,7900,7900
,Aggregated,473,0,6900,8755.219501849915,310.13574300050095,30432.01768200015,83017.23678646935,5.297492018818461,0.0,6900,12000,13000,14000,16000,18000,19000,20000,30000,30000,30000
