Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,extract_links_cnn,414,0,3,1452.8221690289981,1.7986450002354104,36356.54063599941,22165.043478260868,4.625929429359324,0.0,3,5,5,6,10,14000,23000,31000,36000,36000,36000
GET,extract_links_gov_ia,414,0,3,665.1171198309386,1.8374900009803241,24453.978933001054,26870.028985507248,4.625929429359324,0.0,3,4,5,6,9,2700,14000,19000,24000,24000,24000
GET,extract_links_gov_noticias,414,0,3,681.5622417536517,1.8573959987406852,23883.943415999966,35208.02657004831,4.625929429359324,0.0,4,4,5,6,11,3200,14000,20000,24000,24000,24000
GET,extract_links_michael_jackson,414,0,5,1586.2312355024437,2.804185998684261,33396.31319399996,191182.0458937198,4.625929429359324,0.0,5,6,7,8,12,17000,23000,32000,33000,33000,33000
GET,extract_links_mozilla_css,414,0,4,775.0554731956372,2.2913600005267654,24337.488032000692,112272.03140096618,4.625929429359324,0.0,4,5,6,7,11,5400,14000,20000,24000,24000,24000
GET,extract_links_nextjs_docs,414,0,3,804.5298468236696,1.8001589996856637,24506.48129000001,30372.036231884056,4.625929429359324,0.0,3,4,5,6,8,5500,15000,19000,25000,25000,25000
GET,extract_links_taylor_swift,415,0,5,2041.6277912048236,2.969143000882468,36649.323335999725,218059.05060240964,4.637103171942318,0.0,5,6,7,8,10,24000,32000,34000,37000,37000,37000
GET,extract_links_unifor_cc,414,0,3,1815.1982793453958,1.9453610002528876,36012.0940709985,62557.045893719805,4.625929429359324,0.0,3,4,5,6,9,20000,30000,33000,36000,36000,36000
GET,extract_links_unifor_medicina,414,0,4,2274.1324622390907,2.2289159987849416,37543.33150000093,108778.05555555556,4.625929429359324,0.0,4,5,6,7,10,31000,36000,37000,38000,38000,38000
GET,extract_links_uol,414,0,4,693.2261610290083,1.9312709991936572,24299.461630000224,43697.03140096618,4.625929429359324,0.0,4,4,5,6,10,3600,13000,20000,24000,24000,24000
,Aggregated,4141,0,4,1279.1344551296804,1.7986450002354104,37543.33150000093,85148.14368510022,46.27046803617624,0.0,4,5,6,6,10,8700,24000,32000,37000,38000,38000
