Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,extract_links_cnn,191,0,2800,3016.5623599423757,1995.2477520000684,7555.928310999661,22195.12565445026,2.136063745005643,0.0,2800,2900,3200,3200,3700,4500,6100,6100,7600,7600,7600
GET,extract_links_gov_ia,197,0,780,775.2244676902857,336.5036989998771,1188.4188950007228,26872.0,2.203165223906344,0.0,780,840,870,890,950,990,1000,1200,1200,1200,1200
GET,extract_links_gov_noticias,196,0,850,842.5845603368151,483.5966650007322,1267.6434819986753,35210.0,2.1919816440895605,0.0,850,890,920,940,1000,1000,1100,1100,1300,1300,1300
GET,extract_links_michael_jackson,193,0,2600,2552.8047242435564,1245.8767970001645,3662.3241160014004,163599.0,2.15843090463921,0.0,2600,2700,2700,2700,2800,2900,3200,3500,3700,3700,3700
GET,extract_links_mozilla_css,196,0,1400,1386.3487069285231,776.5584490007313,2980.615389000377,112270.0,2.1919816440895605,0.0,1400,1400,1500,1500,1600,1600,2000,2300,3000,3000,3000
GET,extract_links_nextjs_docs,195,0,1700,1661.6321451129186,924.2014490009751,4060.873411001012,30370.0,2.1807980642727767,0.0,1700,1700,1800,1800,1900,2000,2200,2200,4100,4100,4100
GET,extract_links_taylor_swift,192,0,3300,3247.933467166717,1924.8209230008797,5401.8152539993025,200007.0,2.1472473248224264,0.0,3300,3300,3400,3400,3500,3600,4200,4700,5400,5400,5400
GET,extract_links_unifor_cc,191,0,3400,3415.3165499005413,2393.4549409987085,4783.699802001138,61919.0,2.136063745005643,0.0,3400,3500,3500,3600,3700,4100,4500,4700,4800,4800,4800
GET,extract_links_unifor_medicina,189,0,4400,4482.548016243398,3395.765520999703,6372.565952000514,108570.0,2.113696585372076,0.0,4400,4500,4600,4600,4800,5200,5800,6400,6400,6400,6400
GET,extract_links_uol,195,0,1500,1501.6446417947932,313.398080999832,2555.833636999523,41845.0,2.1807980642727767,0.0,1500,1600,1600,1600,1700,1800,1900,2200,2600,2600,2600
,Aggregated,1935,0,2000,2273.0822213390247,313.398080999832,7555.928310999661,80022.36072351421,21.640226945476016,0.0,2000,2800,3200,3300,4200,4500,4600,4900,6400,7600,7600
