Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,extract_links_cnn,496,0,3,5485.773120292363,1.7111139986809576,67295.38736399991,22221.802419354837,5.546856515864463,0.0,3,4,5,6,8900,58000,66000,67000,67000,67000,67000
GET,extract_links_gov_ia,495,0,3,4924.44481530506,1.803123999707168,65845.79146999931,26870.048484848485,5.535673337405059,0.0,3,4,5,6,8800,56000,58000,62000,66000,66000,66000
GET,extract_links_gov_noticias,495,0,3,4938.5563357878455,1.829874998293235,65678.45457899966,35208.044444444444,5.535673337405059,0.0,3,4,5,6,8700,56000,58000,61000,66000,66000,66000
GET,extract_links_michael_jackson,495,0,4,5419.787648682872,2.780617000098573,67301.3585610006,191182.06262626263,5.535673337405059,0.0,4,5,6,7,8800,58000,66000,67000,67000,67000,67000
GET,extract_links_mozilla_css,495,0,4,5152.885018717137,2.2442289991886355,66134.29491200077,112272.0505050505,5.535673337405059,0.0,4,4,5,6,8700,57000,61000,64000,66000,66000,66000
GET,extract_links_nextjs_docs,495,0,3,5131.962533398013,1.7260250006074784,66178.8918989987,30372.052525252526,5.535673337405059,0.0,3,4,5,6,8800,57000,62000,65000,66000,66000,66000
GET,extract_links_taylor_swift,496,0,5,5569.168395356841,2.9456960000970867,67365.276859,218059.06451612903,5.546856515864463,0.0,5,5,6,7,9000,62000,66000,67000,67000,67000,67000
GET,extract_links_unifor_cc,495,0,3,5553.3765397172,1.9801679991360288,67356.22671300007,62557.06868686869,5.535673337405059,0.0,3,4,5,6,8800,60000,66000,67000,67000,67000,67000
GET,extract_links_unifor_medicina,495,0,4,5820.444383290893,2.286660999743617,67484.90350300017,108778.0808080808,5.535673337405059,0.0,4,5,5,7,8800,66000,67000,67000,67000,67000,67000
GET,extract_links_uol,496,0,4,4992.53091014314,1.9028499991691206,65924.06024899901,43697.05443548387,5.546856515864463,0.0,4,5,5,6,9000,56000,58000,62000,66000,66000,66000
,Aggregated,4953,0,4,5298.9234149541635,1.7111139986809576,67484.90350300017,85127.50979204522,55.390282909428805,0.0,4,5,5,6,8800,58000,65000,66000,67000,67000,67000
