Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET post imagem ~1MB,254,0,260,400.0815457677493,136.00547300302424,986.6297970002051,30224.0,28.120049536114944,0.0,260,330,420,520,970,980,980,980,990,990,990
,Aggregated,254,0,260,400.0815457677493,136.00547300302424,986.6297970002051,30224.0,28.120049536114944,0.0,260,330,420,520,970,980,980,980,990,990,990
