Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,01 página carga média texto ~500KB,3140,0,1100,1209.0079451901317,103.6468849999892,3642.21827800003,536877.0,107.44033213963839,0.0,1100,1400,1500,1600,2000,3100,3300,3300,3600,3600,3600
,Aggregated,3140,0,1100,1209.0079451901317,103.6468849999892,3642.21827800003,536877.0,107.44033213963839,0.0,1100,1400,1500,1600,2000,3100,3300,3300,3600,3600,3600
