Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET post texto ~400KB,985,0,980,1429.1813159035944,187.32040300164954,3025.9150079982646,417501.0,107.5979336685197,0.0,980,1900,2400,2500,2800,2900,3000,3000,3000,3000,3000
,Aggregated,985,0,980,1429.1813159035944,187.32040300164954,3025.9150079982646,417501.0,107.5979336685197,0.0,980,1900,2400,2500,2800,2900,3000,3000,3000,3000,3000
