Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,01 arquivo carga leve imagem ~300KB,15013,0,34,175.4674018033694,4.603303999942909,7265.482261999978,307200.0,512.1722711926228,0.0,34,43,54,67,300,1200,1600,2800,3800,7300,7300
,Aggregated,15013,0,34,175.4674018033694,4.603303999942909,7265.482261999978,307200.0,512.1722711926228,0.0,34,43,54,67,300,1200,1600,2800,3800,7300,7300
